,County,Year,GDP (thousands),Average Monthly ZHVI,Estimated ZHVI,ZHVI Residual
342,"Cullman, AL",2015,2734390,116428.77272727272,3513967.156021286,116428.77272727272
343,"Cullman, AL",2016,2742459,120993.58333333333,3959942.7535344902,120993.58333333333
344,"Cullman, AL",2017,2807138,125989.13636363637,4447927.005358908,125989.13636363637
345,"Cullman, AL",2018,2887628,131560.82575757575,4992281.009596275,131560.82575757575
346,"Cullman, AL",2019,2910219,138555.70454545456,5675654.351240279,138555.70454545456
347,"Dale, AL",2003,1667589,71572.7,-868219.350452397,71572.7
348,"Dale, AL",2004,1834699,73507.18333333333,-679278.1005968573,73507.18333333333
349,"Dale, AL",2005,2098561,78579.61666666667,-183673.67426947597,78579.61666666667
350,"Dale, AL",2006,2277884,83756.38333333333,321993.2901836131,83756.38333333333
351,"Dale, AL",2007,2360643,87225.46666666666,660895.6664756853,87225.46666666666
352,"Dale, AL",2008,2522901,89141.48333333334,848078.414522849,89141.48333333334
353,"Dale, AL",2009,2643283,89336.58333333333,867226.5453251693,89336.58333333333
354,"Dale, AL",2010,2820514,86726.5,612146.0885656998,86726.5
355,"Dale, AL",2011,2760078,84801.71666666666,424181.7841592571,84801.71666666666
356,"Dale, AL",2012,2776547,85099.16666666667,453197.0639974652,85099.16666666667
357,"Dale, AL",2013,2849232,84657.0,410016.0751473373,84657.0
358,"Dale, AL",2014,2727728,85594.66666666667,501653.5582727231,85594.66666666667
359,"Dale, AL",2015,2839061,85706.0,512497.65275770985,85706.0
360,"Dale, AL",2016,2828346,86902.23333333334,629340.3284698222,86902.23333333334
361,"Dale, AL",2017,2836430,88199.05,756050.1532178242,88199.05
362,"Dale, AL",2018,2884874,92124.1,1139501.2419887632,92124.1
363,"Dale, AL",2019,2997937,96113.75,1529302.476178838,96113.75
364,"Dallas, AL",2001,1011822,51858.833333333336,-2794169.608804059,51858.833333333336
365,"Dallas, AL",2002,995479,51905.05,-2789675.659738209,51905.05
366,"Dallas, AL",2003,988902,51935.8,-2786647.1288460055,51935.8
367,"Dallas, AL",2004,1080987,51491.95,-2830023.5067859534,51491.95
368,"Dallas, AL",2005,1146007,53521.183333333334,-2631801.275163983,53521.183333333334
369,"Dallas, AL",2006,1229836,56561.433333333334,-2334809.858638212,56561.433333333334
370,"Dallas, AL",2007,1215190,59835.98333333333,-2014860.2240586393,59835.98333333333
371,"Dallas, AL",2008,1181328,59137.36666666667,-2083148.710950585,59137.36666666667
372,"Dallas, AL",2009,1179804,58551.316666666666,-2140397.7142677233,58551.316666666666
373,"Dallas, AL",2010,1183828,54429.86567164179,-2542996.9338409808,54429.86567164179
374,"Dallas, AL",2011,1218914,52368.944444444445,-2744345.390900065,52368.944444444445
375,"Dallas, AL",2012,1255691,51441.11111111111,-2835005.928576353,51441.11111111111
376,"Dallas, AL",2013,1307246,51764.13888888889,-2803450.59057049,51764.13888888889
377,"Dallas, AL",2014,1320938,53554.36111111111,-2628577.3551819604,53554.36111111111
378,"Dallas, AL",2015,1216219,55455.416666666664,-2442860.0253084432,55455.416666666664
379,"Dallas, AL",2016,1250639,56160.61111111111,-2373887.676602129,56160.61111111111
380,"Dallas, AL",2017,1267112,56023.25,-2387369.52379968,56023.25
381,"Dallas, AL",2018,1306799,58244.86111111111,-2170292.24501012,58244.86111111111
382,"Dallas, AL",2019,1368839,59677.65277777778,-2030295.9621543866,59677.65277777778
383,"Elmore, AL",2001,872033,133338.41666666666,5165884.215900978,133338.41666666666
384,"Elmore, AL",2002,951665,135996.66666666666,5425654.010816118,135996.66666666666
385,"Elmore, AL",2003,1028531,140350.25,5850918.364808448,140350.25
386,"Elmore, AL",2004,1152359,144182.75,6225381.555447685,144182.75
387,"Elmore, AL",2005,1218358,137612.64705882352,5583528.395390343,137612.64705882352
388,"Elmore, AL",2006,1289821,133877.75,5218639.270152267,133877.75
389,"Elmore, AL",2007,1368866,142320.79166666666,6043474.31282565,142320.79166666666
390,"Elmore, AL",2008,1396839,144518.75,6258206.922537375,144518.75
391,"Elmore, AL",2009,1459549,159955.17021276595,7766219.917764943,159955.17021276595
392,"Elmore, AL",2010,1522526,150037.83333333334,6797383.115894524,150037.83333333334
393,"Elmore, AL",2011,1530673,145562.9814814815,6360200.027423199,145562.9814814815
394,"Elmore, AL",2012,1567279,140267.65740740742,5842907.4121258445,140267.65740740742
395,"Elmore, AL",2013,1663035,147322.50925925927,6532142.426464435,147322.50925925927
396,"Elmore, AL",2014,1660450,149112.9537037037,6707015.661852965,149112.9537037037
397,"Elmore, AL",2015,1725677,158394.88888888888,7613816.427705666,158394.88888888888
398,"Elmore, AL",2016,1784998,154842.88888888888,7266805.404186079,154842.88888888888
399,"Elmore, AL",2017,1843878,161566.37037037036,7923605.829614619,161566.37037037036
400,"Elmore, AL",2018,1905416,166689.17592592593,8424094.98318749,166689.17592592593
401,"Elmore, AL",2019,1968275,171078.52777777778,8852974.035341483,171078.52777777778
402,"Escambia, AL",2001,878554,65785.58333333333,-1433577.6818453697,65785.58333333333
403,"Escambia, AL",2002,869635,69189.83333333333,-1101025.4509724341,69189.83333333333
404,"Escambia, AL",2003,900102,73640.16666666667,-666284.7261238545,73640.16666666667
405,"Escambia, AL",2004,1017729,72668.66666666667,-761146.1292312639,72668.66666666667
406,"Escambia, AL",2005,1158841,83833.79166666667,329613.4646865772,83833.79166666667
407,"Escambia, AL",2006,1230157,92623.70833333333,1188348.5144436583,92623.70833333333
408,"Escambia, AL",2007,1316520,98675.83333333333,1779595.900237728,98675.83333333333
409,"Escambia, AL",2008,1371193,98841.91666666667,1795813.1946927533,98841.91666666667
410,"Escambia, AL",2009,1213534,93714.5,1294835.5683953334,93714.5
411,"Escambia, AL",2010,1236376,91324.13888888889,1061345.6060609277,91324.13888888889
412,"Escambia, AL",2011,1248511,83000.36111111111,248136.2142318096,83000.36111111111
413,"Escambia, AL",2012,1238072,80543.45833333333,8100.717388447374,80543.45833333333
414,"Escambia, AL",2013,1288274,78075.85416666667,-232911.72490401193,78075.85416666667
415,"Escambia, AL",2014,1274907,79081.1875,-134728.7072696695,79081.1875
416,"Escambia, AL",2015,1196880,79144.29166666667,-128573.95094035286,79144.29166666667
417,"Escambia, AL",2016,1195676,81321.9375,84204.76787317637,81321.9375
418,"Escambia, AL",2017,1250434,82907.25,239050.62155519892,82907.25
419,"Escambia, AL",2018,1315032,86394.79166666667,579809.1942005567,86394.79166666667
420,"Escambia, AL",2019,1353040,90922.6875,1022170.0935521014,90922.6875
421,"Etowah, AL",2001,2055972,46659.416666666664,-3302181.2423349842,46659.416666666664
422,"Etowah, AL",2002,2139593,78314.38095238095,-209660.42321548145,78314.38095238095
423,"Etowah, AL",2003,2190737,83176.48333333334,265330.45413593296,83176.48333333334
424,"Etowah, AL",2004,2359677,86609.44166666667,600715.826811254,86609.44166666667
425,"Etowah, AL",2005,2417794,92830.50833333333,1208571.285239987,92830.50833333333
426,"Etowah, AL",2006,2496073,100576.525,1965313.2301112432,100576.525
427,"Etowah, AL",2007,2549349,105251.625,2422035.2275645267,105251.625
428,"Etowah, AL",2008,2603196,107169.95,2609413.3647015113,107169.95
429,"Etowah, AL",2009,2626375,106291.81666666667,2523637.5542707127,106291.81666666667
430,"Etowah, AL",2010,2695319,100454.48333333334,1953296.8010873403,100454.48333333334
431,"Etowah, AL",2011,2753803,97290.98333333334,1644288.9555376638,97290.98333333334
432,"Etowah, AL",2012,2804122,96642.05,1580885.195891207,96642.05
433,"Etowah, AL",2013,2852227,93260.325,1250482.2450062875,93260.325
434,"Etowah, AL",2014,2896115,94114.21666666666,1333913.3863592502,94114.21666666666
435,"Etowah, AL",2015,3031903,95505.25,1469806.4983287733,95505.25
436,"Etowah, AL",2016,3101279,97909.55833333333,1704761.8788368255,97909.55833333333
437,"Etowah, AL",2017,3162568,101015.1,2008103.440781733,101015.1
438,"Etowah, AL",2018,3262625,106574.11666666667,2551187.415935274,106574.11666666667
439,"Etowah, AL",2019,3348964,112084.91666666667,3089582.0529331435,112084.91666666667
440,"Fayette, AL",2001,302769,85526.08333333333,494912.63467394747,85526.08333333333
441,"Fayette, AL",2002,288741,87436.33333333333,681509.2154516522,87436.33333333333
442,"Fayette, AL",2003,298475,87526.25,690301.7244935334,87526.25
443,"Fayette, AL",2004,322236,89696.5,902298.8869477846,89696.5
444,"Fayette, AL",2005,335117,73775.0,-653095.9625610327,73775.0
445,"Fayette, AL",2006,347601,65887.33333333333,-1423710.532809481,65887.33333333333
446,"Fayette, AL",2007,340779,79479.41666666667,-95846.27839557175,79479.41666666667
447,"Fayette, AL",2008,438286,84595.25,403959.01336293016,84595.25
448,"Fayette, AL",2009,430849,81654.0,116639.356783228,81654.0
449,"Fayette, AL",2010,498661,73449.75,-684846.6896567149,73449.75
450,"Fayette, AL",2011,472204,67183.83333333333,-1297000.708061479,67183.83333333333
451,"Fayette, AL",2012,458457,64518.194444444445,-1557454.3647909872,64518.194444444445
452,"Fayette, AL",2013,422272,61999.833333333336,-1803449.228873847,61999.833333333336
453,"Fayette, AL",2014,345795,61320.72222222222,-1869783.8248675968,61320.72222222222
454,"Fayette, AL",2015,359205,63708.333333333336,-1636586.9461679198,63708.333333333336
455,"Fayette, AL",2016,366260,62573.694444444445,-1747372.560095626,62573.694444444445
456,"Fayette, AL",2017,353331,64573.805555555555,-1551983.470276039,64573.805555555555
457,"Fayette, AL",2018,369250,68747.27777777778,-1144304.1343674725,68747.27777777778
458,"Fayette, AL",2019,386218,72222.63888888889,-804717.8962610317,72222.63888888889
459,"Franklin, AL",2011,868435,67950.52631578948,-1222068.992115668,67950.52631578948
460,"Franklin, AL",2012,874705,67477.80555555556,-1268278.5118579995,67477.80555555556
461,"Franklin, AL",2013,926596,65016.02777777778,-1508802.4814259103,65016.02777777778
462,"Franklin, AL",2014,879940,70475.6,-975390.2662184397,70475.6
463,"Franklin, AL",2015,902925,73287.08333333333,-700770.9004770117,73287.08333333333
464,"Franklin, AL",2016,903616,75628.69047619047,-471970.27629827615,75628.69047619047
465,"Franklin, AL",2017,980674,77875.89285714286,-252450.63388597034,77875.89285714286
466,"Franklin, AL",2018,1037482,81412.44047619047,92997.2769150585,81412.44047619047
467,"Franklin, AL",2019,1049427,83976.35714285714,343486.0900637675,83976.35714285714
468,"Geneva, AL",2010,481640,78040.5,-236428.72852076404,78040.5
469,"Geneva, AL",2011,460660,78702.33333333333,-171754.9397904817,78702.33333333333
470,"Geneva, AL",2012,472030,81838.26315789473,134615.15304663032,81838.26315789473
471,"Geneva, AL",2013,510088,83510.66666666667,298058.1266807141,83510.66666666667
472,"Geneva, AL",2014,510541,84784.875,422520.97689579055,84784.875
473,"Geneva, AL",2015,535590,83820.43333333333,328245.7410578402,83820.43333333333
474,"Geneva, AL",2016,540564,84915.07575757576,435221.2677340638,84915.07575757576
475,"Geneva, AL",2017,530829,88297.375,765624.2186189834,88297.375
476,"Geneva, AL",2018,547413,93108.66666666667,1235730.3687249087,93108.66666666667
477,"Geneva, AL",2019,589539,96399.375,1557145.421478128,96399.375
478,"Greene, AL",2001,207073,83666.66666666667,313298.4756866414,83666.66666666667
479,"Greene, AL",2002,227450,91270.75,1056167.7951807082,91270.75
480,"Greene, AL",2003,246858,92641.33333333333,1190009.3217071258,92641.33333333333
481,"Greene, AL",2004,281062,96931.75,1609216.6139150485,96931.75
482,"Greene, AL",2005,302594,103808.16666666667,2280964.304714786,103808.16666666667
483,"Greene, AL",2006,320241,100480.16666666667,1955836.8592549935,100480.16666666667
484,"Greene, AL",2007,324435,105835.16666666667,2478991.1472469363,105835.16666666667
485,"Greene, AL",2008,280901,107158.5,2608241.0301625933,107158.5
486,"Greene, AL",2009,272254,98837.16666666667,1795324.7219682038,98837.16666666667
487,"Greene, AL",2010,275412,97407.66666666667,1655719.2172921095,97407.66666666667
488,"Greene, AL",2011,328752,98645.75,1776665.063890433,98645.75
489,"Greene, AL",2012,287090,70034.29166666667,-1018571.2550685685,70034.29166666667
490,"Greene, AL",2013,295250,69264.16666666667,-1093796.054649109,69264.16666666667
491,"Greene, AL",2014,285313,68808.04166666667,-1138344.767127975,68808.04166666667
492,"Greene, AL",2015,257499,69690.60416666667,-1052080.4839726277,69690.60416666667
493,"Greene, AL",2016,242224,74693.77083333333,-563314.6757889325,74693.77083333333
494,"Greene, AL",2017,224580,76754.16666666667,-362063.9132747585,76754.16666666667
495,"Greene, AL",2018,235709,77704.27083333333,-269254.0956104547,77704.27083333333
496,"Greene, AL",2019,264592,78358.97916666667,-205264.16869454086,78358.97916666667
497,"Hale, AL",2001,207315,103122.83333333333,2214043.541451577,103122.83333333333
498,"Hale, AL",2002,224260,104855.58333333333,2383348.18778025,104855.58333333333
499,"Hale, AL",2003,256390,109574.83333333333,2844368.7452095635,109574.83333333333
500,"Hale, AL",2004,280951,114601.41666666667,3335381.5279261842,114601.41666666667
501,"Hale, AL",2005,287649,120983.83333333333,3958965.808085393,120983.83333333333
502,"Hale, AL",2006,320454,128836.83333333333,4726161.069262,128836.83333333333
503,"Hale, AL",2007,299907,81820.34285714285,132856.65123825334,81820.34285714285
504,"Hale, AL",2008,294659,83736.69230769231,320137.0938303275,83736.69230769231
505,"Hale, AL",2009,282662,78449.57142857143,-196373.96510774922,78449.57142857143
506,"Hale, AL",2010,298972,74194.69444444444,-612064.253698919,74194.69444444444
507,"Hale, AL",2011,303422,73373.95833333333,-692271.4750698591,73373.95833333333
508,"Hale, AL",2012,304502,73847.61111111111,-645964.2607826171,73847.61111111111
509,"Hale, AL",2013,315280,75808.51388888889,-454385.25821451284,75808.51388888889
510,"Hale, AL",2014,305223,78366.33333333333,-204580.30688017234,78366.33333333333
511,"Hale, AL",2015,306879,77292.125,-309504.2481132895,77292.125
512,"Hale, AL",2016,318577,81151.98611111111,67596.69523851201,81151.98611111111
513,"Hale, AL",2017,307370,85821.05555555556,523732.52542233653,85821.05555555556
514,"Hale, AL",2018,295003,90091.40277777778,940888.2321871538,90091.40277777778
515,"Hale, AL",2019,308856,93742.625,1297668.710197717,93742.625
516,"Henry, AL",2001,258360,58619.75,-2133656.7906689476,58619.75
517,"Henry, AL",2002,285661,59029.32692307692,-2093699.7218008423,59029.32692307692
518,"Henry, AL",2003,277509,61808.36111111111,-1822206.5814965274,61808.36111111111
519,"Henry, AL",2004,294989,66715.30555555556,-1342819.4496241724,66715.30555555556
520,"Henry, AL",2005,319627,73556.83333333333,-674393.3733513672,73556.83333333333
521,"Henry, AL",2006,337031,80928.06944444444,45713.11717871856,80928.06944444444
522,"Henry, AL",2007,325614,86591.69444444444,599055.0195477866,86591.69444444444
523,"Henry, AL",2008,326124,88310.43055555556,766894.2477028109,88310.43055555556
524,"Henry, AL",2009,312044,87240.58333333333,662458.7791942433,87240.58333333333
525,"Henry, AL",2010,307648,86684.77777777778,608140.6122243982,86684.77777777778
526,"Henry, AL",2011,329665,80547.65277777778,8589.190112996846,80547.65277777778
527,"Henry, AL",2012,320920,78523.75,-189144.56878442504,78523.75
528,"Henry, AL",2013,359101,76988.23611111111,-339203.38976586703,76988.23611111111
529,"Henry, AL",2014,354378,76547.27777777778,-382286.6840710854,76547.27777777778
530,"Henry, AL",2015,381222,78038.81944444444,-236526.4230656745,78038.81944444444
531,"Henry, AL",2016,391085,79987.06944444444,-46217.449581396766,79987.06944444444
532,"Henry, AL",2017,422347,81924.04166666667,143016.8839088725,81924.04166666667
533,"Henry, AL",2018,439728,86196.47222222222,560367.9797635078,86196.47222222222
534,"Henry, AL",2019,464128,90302.18055555556,961501.7811631188,90302.18055555556
535,"Houston, AL",2003,3323355,106554.36363636363,2549233.525037078,106554.36363636363
536,"Houston, AL",2004,3536580,109883.79166666667,2874556.3595866896,109883.79166666667
537,"Houston, AL",2005,3678154,118429.25,3709356.2458408717,118429.25
538,"Houston, AL",2006,3895825,127401.33333333333,4585871.702771535,127401.33333333333
539,"Houston, AL",2007,4001702,133694.41666666666,5200663.473888865,133694.41666666666
540,"Houston, AL",2008,3918948,134899.75,5318483.095050074,134899.75
541,"Houston, AL",2009,3941315,132195.95833333334,5054317.045613995,132195.95833333334
542,"Houston, AL",2010,3989588,124580.75,4310373.08612592,124580.75
543,"Houston, AL",2011,4050041,114751.40833333334,3350035.7096626516,114751.40833333334
544,"Houston, AL",2012,4200112,111091.00833333333,2992473.6752928086,111091.00833333333
545,"Houston, AL",2013,4479850,107594.58333333333,2650933.546288172,107594.58333333333
546,"Houston, AL",2014,4674234,107974.91666666667,2688057.4733538944,107974.91666666667
547,"Houston, AL",2015,4839500,110696.63333333333,2953982.0245983507,110696.63333333333
548,"Houston, AL",2016,5091379,112220.7,3102868.5110408757,112220.7
549,"Houston, AL",2017,5342577,115564.68333333333,3429559.069219224,115564.68333333333
