,County,Year,GDP (thousands)
673,"Jackson, AL",2009,"1,453,843"
674,"Jackson, AL",2010,"1,516,993"
675,"Jackson, AL",2011,"1,484,799"
676,"Jackson, AL",2012,"1,553,991"
677,"Jackson, AL",2013,"1,593,275"
678,"Jackson, AL",2014,"1,614,546"
679,"Jackson, AL",2015,"1,548,464"
680,"Jackson, AL",2016,"1,497,868"
681,"Jackson, AL",2017,"1,526,982"
682,"Jackson, AL",2018,"1,578,310"
683,"Jackson, AL",2019,"1,603,386"
684,"Jefferson, AL",2001,"28,978,785"
685,"Jefferson, AL",2002,"30,372,125"
686,"Jefferson, AL",2003,"31,186,291"
687,"Jefferson, AL",2004,"33,892,848"
688,"Jefferson, AL",2005,"35,658,236"
689,"Jefferson, AL",2006,"36,214,508"
690,"Jefferson, AL",2007,"36,970,382"
691,"Jefferson, AL",2008,"38,111,988"
692,"Jefferson, AL",2009,"36,182,960"
693,"Jefferson, AL",2010,"37,077,369"
694,"Jefferson, AL",2011,"39,047,592"
695,"Jefferson, AL",2012,"40,215,059"
696,"Jefferson, AL",2013,"40,187,166"
697,"Jefferson, AL",2014,"40,801,267"
698,"Jefferson, AL",2015,"41,583,639"
699,"Jefferson, AL",2016,"42,251,539"
700,"Jefferson, AL",2017,"43,598,785"
701,"Jefferson, AL",2018,"45,943,341"
702,"Jefferson, AL",2019,"47,401,978"
703,"Lamar, AL",2001,"281,445"
704,"Lamar, AL",2002,"270,961"
705,"Lamar, AL",2003,"264,597"
706,"Lamar, AL",2004,"293,067"
707,"Lamar, AL",2005,"317,826"
708,"Lamar, AL",2006,"324,362"
709,"Lamar, AL",2007,"325,055"
710,"Lamar, AL",2008,"317,931"
711,"Lamar, AL",2009,"286,586"
712,"Lamar, AL",2010,"293,010"
713,"Lamar, AL",2011,"311,232"
714,"Lamar, AL",2012,"322,889"
715,"Lamar, AL",2013,"334,840"
716,"Lamar, AL",2014,"332,004"
717,"Lamar, AL",2015,"333,996"
718,"Lamar, AL",2016,"339,570"
719,"Lamar, AL",2017,"356,077"
720,"Lamar, AL",2018,"373,607"
721,"Lamar, AL",2019,"393,749"
722,"Lauderdale, AL",2001,"1,712,780"
723,"Lauderdale, AL",2002,"1,736,421"
724,"Lauderdale, AL",2003,"1,790,372"
725,"Lauderdale, AL",2004,"1,939,883"
726,"Lauderdale, AL",2005,"2,036,479"
727,"Lauderdale, AL",2006,"2,169,623"
728,"Lauderdale, AL",2007,"2,219,561"
729,"Lauderdale, AL",2008,"2,222,435"
730,"Lauderdale, AL",2009,"2,333,280"
731,"Lauderdale, AL",2010,"2,338,378"
732,"Lauderdale, AL",2011,"2,413,129"
733,"Lauderdale, AL",2012,"2,493,336"
734,"Lauderdale, AL",2013,"2,583,440"
735,"Lauderdale, AL",2014,"2,543,384"
736,"Lauderdale, AL",2015,"2,563,999"
737,"Lauderdale, AL",2016,"2,568,714"
738,"Lauderdale, AL",2017,"2,641,083"
739,"Lauderdale, AL",2018,"2,736,747"
740,"Lauderdale, AL",2019,"2,845,784"
741,"Lawrence, AL",2001,"537,838"
742,"Lawrence, AL",2002,"546,492"
743,"Lawrence, AL",2003,"659,925"
744,"Lawrence, AL",2004,"863,866"
745,"Lawrence, AL",2005,"587,965"
746,"Lawrence, AL",2006,"585,378"
747,"Lawrence, AL",2007,"733,563"
748,"Lawrence, AL",2008,"749,854"
749,"Lawrence, AL",2009,"867,236"
750,"Lawrence, AL",2010,"857,270"
751,"Lawrence, AL",2011,"818,017"
752,"Lawrence, AL",2012,"795,551"
753,"Lawrence, AL",2013,"720,198"
754,"Lawrence, AL",2014,"619,588"
755,"Lawrence, AL",2015,"537,234"
756,"Lawrence, AL",2016,"507,741"
757,"Lawrence, AL",2017,"528,585"
758,"Lawrence, AL",2018,"554,929"
759,"Lawrence, AL",2019,"592,912"
760,"Lee, AL",2001,"2,342,754"
761,"Lee, AL",2002,"2,515,630"
762,"Lee, AL",2003,"2,681,056"
763,"Lee, AL",2004,"3,037,813"
764,"Lee, AL",2005,"3,242,008"
765,"Lee, AL",2006,"3,475,138"
766,"Lee, AL",2007,"3,720,303"
767,"Lee, AL",2008,"3,765,592"
768,"Lee, AL",2009,"3,849,931"
769,"Lee, AL",2010,"3,958,742"
770,"Lee, AL",2011,"4,361,023"
771,"Lee, AL",2012,"4,616,562"
772,"Lee, AL",2013,"4,811,909"
773,"Lee, AL",2014,"4,969,230"
774,"Lee, AL",2015,"5,330,076"
775,"Lee, AL",2016,"5,573,428"
776,"Lee, AL",2017,"5,758,681"
777,"Lee, AL",2018,"5,944,719"
778,"Lee, AL",2019,"6,139,434"
779,"Limestone, AL",2001,"1,852,308"
780,"Limestone, AL",2002,"1,960,799"
781,"Limestone, AL",2003,"2,118,315"
782,"Limestone, AL",2004,"2,232,787"
783,"Limestone, AL",2005,"2,318,924"
784,"Limestone, AL",2006,"2,548,682"
785,"Limestone, AL",2007,"2,573,964"
786,"Limestone, AL",2008,"2,570,480"
787,"Limestone, AL",2009,"2,571,643"
788,"Limestone, AL",2010,"2,660,591"
789,"Limestone, AL",2011,"2,807,681"
790,"Limestone, AL",2012,"2,973,034"
791,"Limestone, AL",2013,"3,067,307"
792,"Limestone, AL",2014,"3,198,868"
793,"Limestone, AL",2015,"3,311,204"
794,"Limestone, AL",2016,"3,395,383"
795,"Limestone, AL",2017,"3,560,828"
796,"Limestone, AL",2018,"3,616,204"
797,"Limestone, AL",2019,"3,782,638"
798,"Lowndes, AL",2001,"279,174"
799,"Lowndes, AL",2002,"242,789"
800,"Lowndes, AL",2003,"294,316"
801,"Lowndes, AL",2004,"338,260"
802,"Lowndes, AL",2005,"326,372"
803,"Lowndes, AL",2006,"374,440"
804,"Lowndes, AL",2007,"405,044"
805,"Lowndes, AL",2008,"372,712"
806,"Lowndes, AL",2009,"386,396"
807,"Lowndes, AL",2010,"446,583"
808,"Lowndes, AL",2011,"495,724"
809,"Lowndes, AL",2012,"441,713"
810,"Lowndes, AL",2013,"452,220"
811,"Lowndes, AL",2014,"452,607"
812,"Lowndes, AL",2015,"418,438"
813,"Lowndes, AL",2016,"420,909"
814,"Lowndes, AL",2017,"433,142"
815,"Lowndes, AL",2018,"442,639"
816,"Lowndes, AL",2019,"445,003"
817,"Macon, AL",2001,"328,095"
818,"Macon, AL",2002,"325,306"
819,"Macon, AL",2003,"336,984"
820,"Macon, AL",2004,"379,003"
821,"Macon, AL",2005,"393,787"
822,"Macon, AL",2006,"426,343"
823,"Macon, AL",2007,"442,510"
824,"Macon, AL",2008,"456,806"
825,"Macon, AL",2009,"466,993"
826,"Macon, AL",2010,"456,118"
827,"Macon, AL",2011,"480,528"
828,"Macon, AL",2012,"481,808"
829,"Macon, AL",2013,"515,776"
830,"Macon, AL",2014,"492,490"
831,"Macon, AL",2015,"493,212"
832,"Macon, AL",2016,"523,654"
833,"Macon, AL",2017,"549,110"
834,"Macon, AL",2018,"565,542"
835,"Macon, AL",2019,"591,411"
836,"Madison, AL",2001,"11,165,253"
837,"Madison, AL",2002,"11,752,298"
838,"Madison, AL",2003,"12,433,214"
839,"Madison, AL",2004,"13,611,688"
840,"Madison, AL",2005,"14,600,201"
841,"Madison, AL",2006,"15,406,643"
842,"Madison, AL",2007,"16,351,908"
843,"Madison, AL",2008,"17,163,960"
844,"Madison, AL",2009,"17,919,013"
845,"Madison, AL",2010,"18,848,449"
846,"Madison, AL",2011,"19,308,613"
847,"Madison, AL",2012,"19,546,170"
848,"Madison, AL",2013,"20,122,495"
849,"Madison, AL",2014,"20,574,942"
850,"Madison, AL",2015,"21,375,873"
851,"Madison, AL",2016,"22,172,440"
852,"Madison, AL",2017,"23,060,929"
853,"Madison, AL",2018,"24,367,527"
854,"Madison, AL",2019,"25,685,120"
855,"Marengo, AL",2001,"486,404"
856,"Marengo, AL",2002,"500,403"
857,"Marengo, AL",2003,"504,364"
858,"Marengo, AL",2004,"557,038"
859,"Marengo, AL",2005,"600,021"
860,"Marengo, AL",2006,"648,271"
861,"Marengo, AL",2007,"645,197"
862,"Marengo, AL",2008,"619,734"
863,"Marengo, AL",2009,"657,116"
864,"Marengo, AL",2010,"674,889"
865,"Marengo, AL",2011,"652,708"
866,"Marengo, AL",2012,"668,706"
867,"Marengo, AL",2013,"695,348"
868,"Marengo, AL",2014,"712,218"
869,"Marengo, AL",2015,"711,504"
870,"Marengo, AL",2016,"730,386"
871,"Marengo, AL",2017,"716,101"
872,"Marengo, AL",2018,"756,924"
873,"Marengo, AL",2019,"796,000"
874,"Marion, AL",2001,"610,429"
875,"Marion, AL",2002,"628,227"
876,"Marion, AL",2003,"626,687"
877,"Marion, AL",2004,"723,194"
878,"Marion, AL",2005,"790,357"
879,"Marion, AL",2006,"834,824"
880,"Marion, AL",2007,"814,188"
881,"Marion, AL",2008,"764,917"
882,"Marion, AL",2009,"765,590"
883,"Marion, AL",2010,"767,588"
884,"Marion, AL",2011,"759,786"
885,"Marion, AL",2012,"793,948"
886,"Marion, AL",2013,"836,587"
887,"Marion, AL",2014,"826,922"
888,"Marion, AL",2015,"865,217"
889,"Marion, AL",2016,"862,023"
890,"Marion, AL",2017,"889,395"
891,"Marion, AL",2018,"946,987"
892,"Marion, AL",2019,"963,606"
893,"Marshall, AL",2001,"1,996,672"
894,"Marshall, AL",2002,"2,035,537"
895,"Marshall, AL",2003,"2,100,237"
896,"Marshall, AL",2004,"2,322,515"
897,"Marshall, AL",2005,"2,404,750"
898,"Marshall, AL",2006,"2,470,730"
899,"Marshall, AL",2007,"2,583,133"
900,"Marshall, AL",2008,"2,550,502"
901,"Marshall, AL",2009,"2,509,853"
902,"Marshall, AL",2010,"2,574,583"
903,"Marshall, AL",2011,"2,625,014"
904,"Marshall, AL",2012,"2,781,365"
905,"Marshall, AL",2013,"2,930,209"
906,"Marshall, AL",2014,"2,916,439"
907,"Marshall, AL",2015,"3,066,852"
908,"Marshall, AL",2016,"3,176,623"
909,"Marshall, AL",2017,"3,336,808"
910,"Marshall, AL",2018,"3,489,028"
911,"Marshall, AL",2019,"3,611,518"
912,"Mobile, AL",2001,"11,273,666"
913,"Mobile, AL",2002,"11,574,166"
914,"Mobile, AL",2003,"12,003,345"
915,"Mobile, AL",2004,"12,737,258"
916,"Mobile, AL",2005,"13,779,078"
917,"Mobile, AL",2006,"15,081,254"
918,"Mobile, AL",2007,"15,588,505"
919,"Mobile, AL",2008,"16,210,471"
920,"Mobile, AL",2009,"16,203,279"
921,"Mobile, AL",2010,"16,637,906"
922,"Mobile, AL",2011,"17,471,487"
923,"Mobile, AL",2012,"17,639,953"
924,"Mobile, AL",2013,"17,966,250"
925,"Mobile, AL",2014,"18,394,114"
926,"Mobile, AL",2015,"18,445,474"
927,"Mobile, AL",2016,"18,792,229"
928,"Mobile, AL",2017,"19,268,977"
929,"Mobile, AL",2018,"20,248,704"
930,"Mobile, AL",2019,"20,740,796"
931,"Monroe, AL",2001,"642,738"
932,"Monroe, AL",2002,"623,155"
933,"Monroe, AL",2003,"640,274"
934,"Monroe, AL",2004,"732,592"
935,"Monroe, AL",2005,"792,210"
936,"Monroe, AL",2006,"864,934"
937,"Monroe, AL",2007,"817,673"
938,"Monroe, AL",2008,"801,482"
939,"Monroe, AL",2009,"760,408"
940,"Monroe, AL",2010,"744,733"
941,"Monroe, AL",2011,"704,183"
942,"Monroe, AL",2012,"669,390"
943,"Monroe, AL",2013,"709,620"
944,"Monroe, AL",2014,"734,591"
945,"Monroe, AL",2015,"749,540"
946,"Monroe, AL",2016,"695,034"
947,"Monroe, AL",2017,"726,641"
948,"Monroe, AL",2018,"774,300"
949,"Monroe, AL",2019,"807,742"
950,"Montgomery, AL",2001,"8,684,190"
951,"Montgomery, AL",2002,"9,072,490"
952,"Montgomery, AL",2003,"9,439,461"
953,"Montgomery, AL",2004,"9,990,963"
954,"Montgomery, AL",2005,"10,658,414"
955,"Montgomery, AL",2006,"11,176,188"
956,"Montgomery, AL",2007,"11,356,118"
957,"Montgomery, AL",2008,"11,523,333"
958,"Montgomery, AL",2009,"11,310,019"
959,"Montgomery, AL",2010,"11,645,422"
960,"Montgomery, AL",2011,"11,885,660"
961,"Montgomery, AL",2012,"12,093,404"
962,"Montgomery, AL",2013,"12,374,871"
963,"Montgomery, AL",2014,"12,493,086"
964,"Montgomery, AL",2015,"13,038,105"
965,"Montgomery, AL",2016,"13,468,686"
966,"Montgomery, AL",2017,"13,639,635"
967,"Montgomery, AL",2018,"13,969,922"
968,"Montgomery, AL",2019,"14,470,534"
969,"Morgan, AL",2001,"3,209,981"
970,"Morgan, AL",2002,"3,225,094"
971,"Morgan, AL",2003,"3,446,857"
972,"Morgan, AL",2004,"3,901,724"
973,"Morgan, AL",2005,"3,994,385"
974,"Morgan, AL",2006,"4,353,307"
975,"Morgan, AL",2007,"4,492,625"
976,"Morgan, AL",2008,"4,431,261"
977,"Morgan, AL",2009,"4,361,221"
978,"Morgan, AL",2010,"4,482,682"
979,"Morgan, AL",2011,"4,466,469"
980,"Morgan, AL",2012,"4,576,025"
981,"Morgan, AL",2013,"4,700,225"
982,"Morgan, AL",2014,"4,937,275"
983,"Morgan, AL",2015,"5,113,201"
984,"Morgan, AL",2016,"5,396,992"
985,"Morgan, AL",2017,"5,504,064"
986,"Morgan, AL",2018,"5,846,654"
987,"Morgan, AL",2019,"6,109,280"
988,"Perry, AL",2001,"143,111"
989,"Perry, AL",2002,"143,846"
990,"Perry, AL",2003,"158,047"
991,"Perry, AL",2004,"164,239"
992,"Perry, AL",2005,"185,015"
993,"Perry, AL",2006,"201,996"
994,"Perry, AL",2007,"204,339"
995,"Perry, AL",2008,"218,125"
996,"Perry, AL",2009,"207,380"
997,"Perry, AL",2010,"231,926"
998,"Perry, AL",2011,"221,249"
999,"Perry, AL",2012,"229,076"
1000,"Perry, AL",2013,"244,477"
1001,"Perry, AL",2014,"217,005"
1002,"Perry, AL",2015,"212,221"
1003,"Perry, AL",2016,"217,825"
1004,"Perry, AL",2017,"217,899"
1005,"Perry, AL",2018,"216,104"
1006,"Perry, AL",2019,"235,527"
1007,"Pickens, AL",2001,"280,043"
1008,"Pickens, AL",2002,"279,487"
1009,"Pickens, AL",2003,"286,451"
1010,"Pickens, AL",2004,"324,287"
1011,"Pickens, AL",2005,"344,421"
1012,"Pickens, AL",2006,"326,133"
1013,"Pickens, AL",2007,"344,653"
1014,"Pickens, AL",2008,"330,168"
1015,"Pickens, AL",2009,"349,210"
1016,"Pickens, AL",2010,"353,898"
1017,"Pickens, AL",2011,"321,767"
1018,"Pickens, AL",2012,"340,364"
1019,"Pickens, AL",2013,"426,276"
1020,"Pickens, AL",2014,"435,287"
1021,"Pickens, AL",2015,"413,283"
1022,"Pickens, AL",2016,"410,348"
1023,"Pickens, AL",2017,"413,756"
1024,"Pickens, AL",2018,"433,006"
1025,"Pickens, AL",2019,"437,726"
1026,"Pike, AL",2001,"674,780"
1027,"Pike, AL",2002,"721,530"
1028,"Pike, AL",2003,"770,766"
1029,"Pike, AL",2004,"873,930"
1030,"Pike, AL",2005,"923,070"
1031,"Pike, AL",2006,"993,628"
1032,"Pike, AL",2007,"1,059,257"
1033,"Pike, AL",2008,"1,112,329"
1034,"Pike, AL",2009,"1,087,442"
1035,"Pike, AL",2010,"1,182,930"
1036,"Pike, AL",2011,"1,150,282"
1037,"Pike, AL",2012,"1,171,555"
1038,"Pike, AL",2013,"1,178,063"
1039,"Pike, AL",2014,"1,246,452"
1040,"Pike, AL",2015,"1,312,202"
1041,"Pike, AL",2016,"1,339,739"
1042,"Pike, AL",2017,"1,374,919"
1043,"Pike, AL",2018,"1,395,631"
1044,"Pike, AL",2019,"1,402,060"
1045,"Randolph, AL",2001,"319,741"
1046,"Randolph, AL",2002,"345,781"
1047,"Randolph, AL",2003,"347,176"
1048,"Randolph, AL",2004,"403,889"
1049,"Randolph, AL",2005,"405,907"
1050,"Randolph, AL",2006,"417,176"
1051,"Randolph, AL",2007,"429,431"
1052,"Randolph, AL",2008,"407,716"
1053,"Randolph, AL",2009,"396,277"
1054,"Randolph, AL",2010,"415,796"
1055,"Randolph, AL",2011,"378,296"
1056,"Randolph, AL",2012,"393,176"
1057,"Randolph, AL",2013,"478,711"
1058,"Randolph, AL",2014,"488,312"
1059,"Randolph, AL",2015,"497,383"
1060,"Randolph, AL",2016,"473,111"
1061,"Randolph, AL",2017,"495,295"
1062,"Randolph, AL",2018,"515,202"
1063,"Randolph, AL",2019,"508,639"
1064,"Russell, AL",2001,"896,620"
1065,"Russell, AL",2002,"886,399"
1066,"Russell, AL",2003,"857,136"
1067,"Russell, AL",2004,"943,680"
1068,"Russell, AL",2005,"975,111"
1069,"Russell, AL",2006,"1,069,370"
1070,"Russell, AL",2007,"1,080,783"
1071,"Russell, AL",2008,"1,086,450"
1072,"Russell, AL",2009,"1,167,513"
1073,"Russell, AL",2010,"1,231,375"
1074,"Russell, AL",2011,"1,246,202"
1075,"Russell, AL",2012,"1,273,019"
1076,"Russell, AL",2013,"1,350,952"
1077,"Russell, AL",2014,"1,364,707"
1078,"Russell, AL",2015,"1,389,383"
1079,"Russell, AL",2016,"1,431,514"
1080,"Russell, AL",2017,"1,483,448"
1081,"Russell, AL",2018,"1,550,763"
1082,"Russell, AL",2019,"1,580,339"
1083,"St. Clair, AL",2001,"956,816"
1084,"St. Clair, AL",2002,"1,012,866"
1085,"St. Clair, AL",2003,"1,046,800"
1086,"St. Clair, AL",2004,"1,143,181"
1087,"St. Clair, AL",2005,"1,211,374"
1088,"St. Clair, AL",2006,"1,287,168"
1089,"St. Clair, AL",2007,"1,378,009"
1090,"St. Clair, AL",2008,"1,385,427"
1091,"St. Clair, AL",2009,"1,337,825"
1092,"St. Clair, AL",2010,"1,405,668"
1093,"St. Clair, AL",2011,"1,495,112"
1094,"St. Clair, AL",2012,"1,641,381"
1095,"St. Clair, AL",2013,"1,737,252"
1096,"St. Clair, AL",2014,"1,766,914"
1097,"St. Clair, AL",2015,"1,808,695"
1098,"St. Clair, AL",2016,"1,858,080"
1099,"St. Clair, AL",2017,"1,917,077"
1100,"St. Clair, AL",2018,"1,998,598"
1101,"St. Clair, AL",2019,"2,080,921"
1102,"Shelby, AL",2001,"4,139,726"
1103,"Shelby, AL",2002,"4,460,878"
1104,"Shelby, AL",2003,"4,844,550"
1105,"Shelby, AL",2004,"5,338,294"
1106,"Shelby, AL",2005,"6,284,313"
1107,"Shelby, AL",2006,"6,826,155"
1108,"Shelby, AL",2007,"7,679,138"
1109,"Shelby, AL",2008,"7,634,591"
1110,"Shelby, AL",2009,"7,387,718"
1111,"Shelby, AL",2010,"7,539,962"
1112,"Shelby, AL",2011,"7,808,293"
1113,"Shelby, AL",2012,"8,166,851"
1114,"Shelby, AL",2013,"8,602,206"
1115,"Shelby, AL",2014,"9,139,982"
1116,"Shelby, AL",2015,"9,980,432"
1117,"Shelby, AL",2016,"10,276,862"
1118,"Shelby, AL",2017,"10,821,422"
1119,"Shelby, AL",2018,"11,323,414"
1120,"Shelby, AL",2019,"11,558,142"
1121,"Sumter, AL",2001,"231,394"
1122,"Sumter, AL",2002,"235,388"
1123,"Sumter, AL",2003,"242,046"
1124,"Sumter, AL",2004,"259,254"
1125,"Sumter, AL",2005,"277,168"
1126,"Sumter, AL",2006,"285,170"
1127,"Sumter, AL",2007,"301,405"
1128,"Sumter, AL",2008,"276,273"
1129,"Sumter, AL",2009,"294,758"
1130,"Sumter, AL",2010,"314,915"
1131,"Sumter, AL",2011,"331,527"
1132,"Sumter, AL",2012,"354,935"
1133,"Sumter, AL",2013,"364,577"
1134,"Sumter, AL",2014,"357,684"
1135,"Sumter, AL",2015,"336,802"
1136,"Sumter, AL",2016,"343,564"
1137,"Sumter, AL",2017,"338,908"
1138,"Sumter, AL",2018,"345,085"
1139,"Sumter, AL",2019,"360,977"
1140,"Talladega, AL",2001,"1,772,025"
1141,"Talladega, AL",2002,"1,926,669"
1142,"Talladega, AL",2003,"2,204,727"
1143,"Talladega, AL",2004,"2,622,278"
1144,"Talladega, AL",2005,"2,830,147"
1145,"Talladega, AL",2006,"2,824,294"
1146,"Talladega, AL",2007,"2,707,088"
1147,"Talladega, AL",2008,"2,552,384"
1148,"Talladega, AL",2009,"2,190,128"
1149,"Talladega, AL",2010,"2,433,515"
1150,"Talladega, AL",2011,"2,553,714"
1151,"Talladega, AL",2012,"2,697,256"
1152,"Talladega, AL",2013,"2,854,649"
1153,"Talladega, AL",2014,"2,906,193"
1154,"Talladega, AL",2015,"3,022,401"
1155,"Talladega, AL",2016,"3,196,751"
1156,"Talladega, AL",2017,"3,196,932"
1157,"Talladega, AL",2018,"3,348,725"
1158,"Talladega, AL",2019,"3,403,531"
1159,"Tallapoosa, AL",2001,"772,445"
1160,"Tallapoosa, AL",2002,"739,468"
1161,"Tallapoosa, AL",2003,"804,205"
1162,"Tallapoosa, AL",2004,"922,504"
1163,"Tallapoosa, AL",2005,"1,023,628"
1164,"Tallapoosa, AL",2006,"938,729"
1165,"Tallapoosa, AL",2007,"948,712"
1166,"Tallapoosa, AL",2008,"947,057"
1167,"Tallapoosa, AL",2009,"909,391"
1168,"Tallapoosa, AL",2010,"1,028,575"
1169,"Tallapoosa, AL",2011,"1,097,359"
1170,"Tallapoosa, AL",2012,"1,159,464"
1171,"Tallapoosa, AL",2013,"1,149,714"
1172,"Tallapoosa, AL",2014,"1,230,162"
1173,"Tallapoosa, AL",2015,"1,300,125"
1174,"Tallapoosa, AL",2016,"1,357,117"
1175,"Tallapoosa, AL",2017,"1,319,995"
1176,"Tallapoosa, AL",2018,"1,361,285"
1177,"Tallapoosa, AL",2019,"1,457,366"
1178,"Tuscaloosa, AL",2001,"5,211,074"
1179,"Tuscaloosa, AL",2002,"5,521,088"
1180,"Tuscaloosa, AL",2003,"6,086,637"
1181,"Tuscaloosa, AL",2004,"6,777,343"
1182,"Tuscaloosa, AL",2005,"7,544,800"
1183,"Tuscaloosa, AL",2006,"7,803,111"
1184,"Tuscaloosa, AL",2007,"8,526,239"
1185,"Tuscaloosa, AL",2008,"8,497,360"
1186,"Tuscaloosa, AL",2009,"7,529,647"
1187,"Tuscaloosa, AL",2010,"8,115,639"
1188,"Tuscaloosa, AL",2011,"9,407,275"
1189,"Tuscaloosa, AL",2012,"9,256,781"
1190,"Tuscaloosa, AL",2013,"9,403,383"
1191,"Tuscaloosa, AL",2014,"9,221,949"
1192,"Tuscaloosa, AL",2015,"9,099,432"
1193,"Tuscaloosa, AL",2016,"9,190,809"
1194,"Tuscaloosa, AL",2017,"9,903,435"
1195,"Tuscaloosa, AL",2018,"10,641,484"
1196,"Tuscaloosa, AL",2019,"10,904,237"
1197,"Walker, AL",2001,"1,233,036"
1198,"Walker, AL",2002,"1,291,505"
1199,"Walker, AL",2003,"1,409,909"
1200,"Walker, AL",2004,"1,509,614"
1201,"Walker, AL",2005,"1,622,304"
1202,"Walker, AL",2006,"1,683,059"
1203,"Walker, AL",2007,"1,721,900"
1204,"Walker, AL",2008,"1,778,664"
1205,"Walker, AL",2009,"1,797,767"
1206,"Walker, AL",2010,"1,876,686"
1207,"Walker, AL",2011,"1,847,334"
1208,"Walker, AL",2012,"1,806,278"
1209,"Walker, AL",2013,"1,871,473"
1210,"Walker, AL",2014,"1,903,507"
1211,"Walker, AL",2015,"1,963,960"
1212,"Walker, AL",2016,"1,988,485"
1213,"Walker, AL",2017,"2,002,572"
1214,"Walker, AL",2018,"2,167,739"
1215,"Walker, AL",2019,"2,014,641"
1216,"Washington, AL",2001,"572,250"
1217,"Washington, AL",2002,"511,537"
1218,"Washington, AL",2003,"542,521"
1219,"Washington, AL",2004,"600,684"
1220,"Washington, AL",2005,"573,947"
1221,"Washington, AL",2006,"667,416"
1222,"Washington, AL",2007,"740,507"
1223,"Washington, AL",2008,"705,217"
1224,"Washington, AL",2009,"777,008"
1225,"Washington, AL",2010,"846,167"
1226,"Washington, AL",2011,"828,664"
1227,"Washington, AL",2012,"756,663"
1228,"Washington, AL",2013,"808,892"
1229,"Washington, AL",2014,"898,556"
1230,"Washington, AL",2015,"823,404"
1231,"Washington, AL",2016,"862,451"
1232,"Washington, AL",2017,"871,102"
1233,"Washington, AL",2018,"888,229"
1234,"Washington, AL",2019,"931,529"
1235,"Wilcox, AL",2001,"295,761"
1236,"Wilcox, AL",2002,"290,831"
1237,"Wilcox, AL",2003,"270,898"
1238,"Wilcox, AL",2004,"319,777"
1239,"Wilcox, AL",2005,"339,839"
1240,"Wilcox, AL",2006,"378,247"
1241,"Wilcox, AL",2007,"370,267"
1242,"Wilcox, AL",2008,"347,119"
1243,"Wilcox, AL",2009,"398,918"
1244,"Wilcox, AL",2010,"378,707"
1245,"Wilcox, AL",2011,"353,849"
1246,"Wilcox, AL",2012,"350,432"
1247,"Wilcox, AL",2013,"386,442"
1248,"Wilcox, AL",2014,"387,500"
1249,"Wilcox, AL",2015,"391,607"
1250,"Wilcox, AL",2016,"418,676"
1251,"Wilcox, AL",2017,"419,482"
1252,"Wilcox, AL",2018,"452,792"
1253,"Wilcox, AL",2019,"466,612"
1254,"Winston, AL",2001,"536,786"
1255,"Winston, AL",2002,"540,315"
1256,"Winston, AL",2003,"529,795"
1257,"Winston, AL",2004,"597,333"
1258,"Winston, AL",2005,"630,477"
1259,"Winston, AL",2006,"651,777"
1260,"Winston, AL",2007,"623,176"
1261,"Winston, AL",2008,"580,081"
1262,"Winston, AL",2009,"542,383"
1263,"Winston, AL",2010,"598,158"
1264,"Winston, AL",2011,"607,373"
1265,"Winston, AL",2012,"624,601"
1266,"Winston, AL",2013,"680,803"
1267,"Winston, AL",2014,"677,609"
1268,"Winston, AL",2015,"686,077"
1269,"Winston, AL",2016,"696,566"
1270,"Winston, AL",2017,"727,833"
1271,"Winston, AL",2018,"768,010"
1272,"Winston, AL",2019,"814,875"
1273,"Aleutians East Borough, AK*",2001,"131,609"
1274,"Aleutians East Borough, AK*",2002,"104,208"
1275,"Aleutians East Borough, AK*",2003,"123,719"
1276,"Aleutians East Borough, AK*",2004,"155,272"
1277,"Aleutians East Borough, AK*",2005,"157,897"
1278,"Aleutians East Borough, AK*",2006,"158,937"
1279,"Aleutians East Borough, AK*",2007,"178,009"
1280,"Aleutians East Borough, AK*",2008,"195,691"
1281,"Aleutians East Borough, AK*",2009,"209,556"
1282,"Aleutians East Borough, AK*",2010,"129,789"
1283,"Aleutians East Borough, AK*",2011,"118,698"
1284,"Aleutians East Borough, AK*",2012,"123,080"
